"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Branch","Office Phone","Office","Job Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Orlando","Idalina","Volunteer","orlando.idalina@gmail.com","+(670) 7072-3505","Timor-Leste Red Cross Society",,,,,"Fateran","TL","Aileu","Aileu Vila","Seloi Craic",-8.67835,125.54225
"Mr.","Yakobus","Nunes","Volunteer","yakobus.nunes@yahoo.com","+(670) 8829-5432","Timor-Leste Red Cross Society",,,,,"Uatolari","TL","Viqueque","Watulari","Babulo",-8.76294,126.57803
"Mr.","Abrao","Cromos","Volunteer","abrao.cromos@hotmail.com","+(670) 7941-6109","Timor-Leste Red Cross Society",,,,,"Hatokade","TL","Ainaro","Maubisse","Maulau",-8.78311,125.68618
"Ms.","Mariana","Domingas","Volunteer","mariana.domingas@gmail.com","+(670) 5460-1125","Timor-Leste Red Cross Society",,,,,"Manehat","TL","Viqueque","Viqueque","Caraubalo",-8.85746,126.36318
"Mr.","Andreia","Cune","Volunteer","andreia.cune@yahoo.com","+(670) 1139-3906","Timor-Leste Red Cross Society",,,,,"Builai","TL","Baucau","Baucau","Buibau",-8.5074,126.44456
"Ms.","Maria","Diamentino","Volunteer","maria.diamentino@hotmail.com","+(670) 9803-3455","Timor-Leste Red Cross Society",,,,,"Harolata","TL","Lautém","Lospalos","Lore I",-8.64368,127.01516
"Ms.","Mariano","Martins","Volunteer","mariano.martins@gmail.com","+(670) 9304-7923","Timor-Leste Red Cross Society",,,,,"Oebu","TL","Oecusse","Passabe","Abani",-9.46424,124.31634
"Mr.","Apolonius","Gouveia Leite","Volunteer","apolonius.gouveialeite@yahoo.com","+(670) 5721-9733","Timor-Leste Red Cross Society",,,,,"Fatulelo","TL","Manufahi","Turiscai","Foholau",-8.85658,125.75343
"Mr.","Aleixo","Salvador","Volunteer","aleixo.salvador@hotmail.com","+(670) 4916-9932","Timor-Leste Red Cross Society",,,,,"Laimata","TL","Lautém","Iliomar","Iliomar II",-8.73952,126.83659
"Mr.","Erculano","Rosmaninho","Volunteer","erculano.rosmaninho@gmail.com","+(670) 7968-2729","Timor-Leste Red Cross Society",,,,,"Kotohuinamo","TL","Ermera","Railaco","Railaco Leten",-8.6848,125.48763
"Ms.","Vanessa","dos Santos Barros","Volunteer","vanessa.dossantosbarros@yahoo.com","+(670) 7666-3442","Timor-Leste Red Cross Society",,,,,"Maudole","TL","Ainaro","Ainaro","Cassa",-9.12557,125.51859
"Mr.","Eduarda","Direitinho","Volunteer","eduarda.direitinho@hotmail.com","+(670) 8678-3625","Timor-Leste Red Cross Society",,,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Ms.","Jessica","Vicente","Volunteer","jessica.vicente@gmail.com","+(670) 2652-8204","Timor-Leste Red Cross Society",,,,,"Faut","TL","Oecusse","Oesilo","Bobometo",-9.30671,124.34798
"Mr.","Manuel","Salsinha Barreto","Volunteer","manuel.salsinhabarreto@yahoo.com","+(670) 5708-5718","Timor-Leste Red Cross Society",,,,,"Letemuno","TL","Baucau","Quelicai","Macalaco",-8.59432,126.53952
"Mr.","Marito","Marques","Volunteer","marito.marques@hotmail.com","+(670) 5423-2434","Timor-Leste Red Cross Society",,,,,"Lilitai","TL","Aileu","Remexio","Fadabloco",-8.67363,125.68143
"Mr.","Martinho","Soares","Volunteer","martinho.soares@gmail.com","+(670) 9971-7099","Timor-Leste Red Cross Society",,,,,"Leubasa","TL","Ermera","Letefoho","Lauana",-8.89275,125.42469
"Mr.","Leonito","Xavier","Volunteer","leonito.xavier@yahoo.com","+(670) 2712-8903","Timor-Leste Red Cross Society",,,,,"Karsabar","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.16547,125.65697
"Mr.","Antonio","Matos","Volunteer","antonio.matos@hotmail.com","+(670) 1328-5058","Timor-Leste Red Cross Society",,,,,"Cairiri","TL","Baucau","Baucau","Gariuai",-8.56579,126.38048
"Mr.","Afonso","Hildeberto","Volunteer","afonso.hildeberto@gmail.com","+(670) 9409-9756","Timor-Leste Red Cross Society",,,,,"Beto Timur","TL","Dili","Dom Aleixo","Comoro",-8.54812,125.53239
"Ms.","Liliana","Fernandes Baptista","Volunteer","liliana.fernandesbaptista@yahoo.com","+(670) 8014-9461","Timor-Leste Red Cross Society",,,,,"Cabirooan","TL","Viqueque","Viqueque","Caraubalo",-8.86904,126.36631
"Ms.","Margarida","Guterres","Volunteer","margarida.guterres@hotmail.com","+(670) 6673-5550","Timor-Leste Red Cross Society",,,,,"Umakerek","TL","Baucau","Baucau","Seical",-8.49412,126.51305
"Mr.","Agusto","Tilman","Volunteer","agusto.tilman@gmail.com","+(670) 1352-8856","Timor-Leste Red Cross Society",,,,,"Comaoli","TL","Viqueque","Uatucarbau","Uani Uma",-8.75537,126.67828
"Mr.","Januario","Fatima Rebelo","Volunteer","januario.fatimarebelo@yahoo.com","+(670) 6131-9262","Timor-Leste Red Cross Society",,,,,"Carabau","TL","Bobonaro","Bobonaro","Carabau",-9.01787,125.38241
"Mr.","Marcus","Peneda","Volunteer","marcus.peneda@hotmail.com","+(670) 2309-2861","Timor-Leste Red Cross Society",,,,,"Mata Doro","TL","Dili","Vera Cruz","Vila verde",-8.55861,125.56806
"Mr.","Abel","Barreto","Volunteer","abel.barreto@gmail.com","+(670) 8408-4089","Timor-Leste Red Cross Society",,,,,"Sonajak","TL","Oecusse","Nitibe","Lela-Ufe",-9.35018,124.27891
"Ms.","Diana","Saboga","Volunteer","diana.saboga@yahoo.com","+(670) 5844-3800","Timor-Leste Red Cross Society",,,,,"Foetete","TL","Ermera","Hatolia","Ailelo",-8.80417,125.30833
"Mr.","Goku","Lafu","Volunteer","goku.lafu@hotmail.com","+(670) 2892-9704","Timor-Leste Red Cross Society",,,,,"Builako","TL","Viqueque","Uatucarbau","Bahatata",-8.69042,126.71905
"Mr.","Alegria","Bruno","Volunteer","alegria.bruno@gmail.com","+(670) 2108-1523","Timor-Leste Red Cross Society",,,,,"Talioan","TL","Viqueque","Lacluta","Uma Tolu",-8.89291,126.22154
"Ms.","Manuela","Maria","Volunteer","manuela.maria@yahoo.com","+(670) 1972-7484","Timor-Leste Red Cross Society",,,,,"Maudole","TL","Ainaro","Ainaro","Cassa",-9.12557,125.51859
"Mr.","Dinis","Dias Gomes","Volunteer","dinis.diasgomes@hotmail.com","+(670) 3661-9070","Timor-Leste Red Cross Society",,,,,"Pokolo","TL","Liquiçá","Bazartete","Tibar",-8.61356,125.48362
"Mr.","Guido","Baptista","Volunteer","guido.baptista@gmail.com","+(670) 2336-4829","Timor-Leste Red Cross Society",,,,,"Manonia","TL","Bobonaro","Bobonaro","Colimau",-8.98749,125.38539
"Mr.","Miguel","de Deus","Volunteer","miguel.dedeus@yahoo.com","+(670) 4389-9008","Timor-Leste Red Cross Society",,,,,"Aimerahun","TL","Aileu","Remexio","Acumau",-8.61097,125.66808
"Mr.","Carlito","Adevinha","Volunteer","carlito.adevinha@hotmail.com","+(670) 3103-5996","Timor-Leste Red Cross Society",,,,,"Cautaranau","TL","Baucau","Vemase","Loilubo",-8.57447,126.33925
"Mr.","Joao","Urbana","Volunteer","joao.urbana@gmail.com","+(670) 4089-9577","Timor-Leste Red Cross Society",,,,,"Nunupu","TL","Ermera","Ermera","Ponilala",-8.72262,125.38134
"Mr.","Paulo","Arriaga","Volunteer","paulo.arriaga@yahoo.com","+(670) 8714-2535","Timor-Leste Red Cross Society",,,,,"Bubodefo","TL","Baucau","Laga","Samalari",-8.4845,126.66155
"Mr.","Josefa","Hendrigue Pinto","Volunteer","josefa.hendriguepinto@hotmail.com","+(670) 4663-4278","Timor-Leste Red Cross Society",,,,,"Kiubose","TL","Oecusse","Pante Macasar","Naimeco",-9.28548,124.37647
"Mr.","Lauriano","Polido","Volunteer","lauriano.polido@gmail.com","+(670) 7285-6277","Timor-Leste Red Cross Society",,,,,"Ailau","TL","Manufahi","Same","Tutuluro",-8.95034,125.70476
"Ms.","Joana","Licinia","Volunteer","joana.licinia@yahoo.com","+(670) 9991-3979","Timor-Leste Red Cross Society",,,,,"Rairema","TL","Ermera","Letefoho","Ducurai",-8.84912,125.4479
"Mr.","Alcino","Antonio Belo","Volunteer","alcino.antoniobelo@hotmail.com","+(670) 5548-2098","Timor-Leste Red Cross Society",,,,,"Marae","TL","Viqueque","Uatucarbau","Irabin de Cima",-8.69989,126.71176
"Mr.","Nuno","Vidigal dos Santos","Volunteer","nuno.vidigaldossantos@gmail.com","+(670) 7002-8191","Timor-Leste Red Cross Society",,,,,"Kuanakabun","TL","Oecusse","Pante Macasar","Taiboco",-9.2748,124.31623
"Mr.","Paul","Clara","Volunteer","paul.clara@yahoo.com","+(670) 1224-1148","Timor-Leste Red Cross Society",,,,,"Sisicolema","TL","Liquiçá","Liquiçá","Asumano",-8.69831,125.35257
"Ms.","Alexandra","Pedro Pinto","Volunteer","alexandra.pedropinto@hotmail.com","+(670) 2847-2216","Timor-Leste Red Cross Society",,,,,"Datina","TL","Manufahi","Same","Holarua",-8.93606,125.63105
"Ms.","Sirilia","da Costa Belo","Volunteer","sirilia.dacostabelo@gmail.com","+(670) 3383-3695","Timor-Leste Red Cross Society",,,,,"Zulo","TL","Covalima","Zumalai","Lepo",-9.10972,125.40833
"Mr.","Nilton","de Deus Gomes","Volunteer","nilton.dedeusgomes@yahoo.com","+(670) 3295-3523","Timor-Leste Red Cross Society",,,,,"Halimea","TL","Covalima","Tilomar","Lalawa",-9.34224,125.1139
"Ms.","Joaquim","Helena","Volunteer","joaquim.helena@hotmail.com","+(670) 1737-4152","Timor-Leste Red Cross Society",,,,,"Riamori","TL","Ermera","Letefoho","Haupu",-8.85768,125.43444
"Mr.","Felix","Nunes","Volunteer","felix.nunes@gmail.com","+(670) 7618-3412","Timor-Leste Red Cross Society",,,,,"Daulelo","TL","Bobonaro","Cailaco","Meligo",-8.87854,125.23523
"Mr.","Severina","Cardoso","Volunteer","severina.cardoso@yahoo.com","+(670) 4709-8348","Timor-Leste Red Cross Society",,,,,"Terubala","TL","Baucau","Laga","Saelari",-8.49078,126.69527
"Mr.","Alvaro","Pereira","Volunteer","alvaro.pereira@hotmail.com","+(670) 9066-9832","Timor-Leste Red Cross Society",,,,,"Ibuk","TL","Bobonaro","Lolotoe","Lebos",-9.14833,125.20085
"Mr.","Eugenio","Ojeda","Volunteer","eugenio.ojeda@gmail.com","+(670) 9849-8538","Timor-Leste Red Cross Society",,,,,"Bubuloma","TL","Baucau","Laga","Saelari",-8.48485,126.68813
"Mr.","Marcos","da Costa Lopes","Volunteer","marcos.dacostalopes@yahoo.com","+(670) 3310-8110","Timor-Leste Red Cross Society",,,,,"Iradarate","TL","Lautém","Iliomar","Iliomar I",-8.73918,126.85943
"Mr.","Basilio","de Oliveira","Volunteer","basilio.deoliveira@hotmail.com","+(670) 6067-8680","Timor-Leste Red Cross Society",,,,,"Uatoue","TL","Baucau","Baucau","Wailili",-8.56806,126.47639
"Ms.","Rosa","Sevinate","Volunteer","rosa.sevinate@gmail.com","+(670) 1067-8566","Timor-Leste Red Cross Society",,,,,"Lesu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11146,125.6199
"Mr.","Estanislao","Roleto","Volunteer","estanislao.roleto@yahoo.com","+(670) 7618-1916","Timor-Leste Red Cross Society",,,,,"Baulesiria","TL","Ermera","Letefoho","Catrai-Craic",-8.87913,125.4384
"Ms.","Florinda","Jose","Volunteer","florinda.jose@hotmail.com","+(670) 8504-1295","Timor-Leste Red Cross Society",,,,,"Uairiu","TL","Viqueque","Ossu","Ossu de Cima",-8.73803,126.3669
"Ms.","Juliana","Freitas","Volunteer","juliana.freitas@gmail.com","+(670) 8075-2943","Timor-Leste Red Cross Society",,,,,"Bok","TL","Bobonaro","Bobonaro","Bobonaro",-9.04167,125.34028
"Ms.","Rita","de Fatima","Volunteer","rita.defatima@yahoo.com","+(670) 8911-7795","Timor-Leste Red Cross Society",,,,,"Nubadak","TL","Dili","Nain Feto","Acadiru Hun",-8.55194,125.58944
"Mr.","Juvenal","Chilro","Volunteer","juvenal.chilro@hotmail.com","+(670) 7433-9324","Timor-Leste Red Cross Society",,,,,"Tumlero","TL","Ermera","Railaco","Railaco Leten",-8.67802,125.51139
"Mr.","Jaime","Palat","Volunteer","jaime.palat@gmail.com","+(670) 4652-1645","Timor-Leste Red Cross Society",,,,,"Benais","TL","Oecusse","Oesilo","Bobometo",-9.33848,124.36344
"Mr.","Cesar","Hugo","Volunteer","cesar.hugo@yahoo.com","+(670) 4311-1734","Timor-Leste Red Cross Society",,,,,"Simohei","TL","Ermera","Hatolia","Hatolia",-8.81701,125.32917
"Mr.","Filomeno","Magno Freitas","Volunteer","filomeno.magnofreitas@hotmail.com","+(670) 3240-2859","Timor-Leste Red Cross Society",,,,,"Kaikasa","TL","Liquiçá","Maubara","Lissadila",-8.67039,125.2122
"Mr.","George","Duarte","Volunteer","george.duarte@gmail.com","+(670) 3403-4604","Timor-Leste Red Cross Society",,,,,"Nunkolo","TL","Oecusse","Passabe","Abani",-9.46603,124.34478
"Mr.","Eli","Rente","Volunteer","eli.rente@yahoo.com","+(670) 5861-8438","Timor-Leste Red Cross Society",,,,,"Faiteno","TL","Oecusse","Pante Macasar","Cunha",-9.26361,124.35699
"Mr.","Sebastiao","Bosco  Soares","Volunteer","sebastiao.boscosoares@hotmail.com","+(670) 6328-4830","Timor-Leste Red Cross Society",,,,,"Motolari","TL","Lautém","Lospalos","Fuiloro",-8.51148,127.0031
"Mr.","Paulino","Moniz","Volunteer","paulino.moniz@gmail.com","+(670) 3159-5630","Timor-Leste Red Cross Society",,,,,"Metaluli","TL","Liquiçá","Bazartete","Metagou",-8.62222,125.36667
"Mr.","Guilherme","de Jesus Alves","Volunteer","guilherme.dejesusalves@yahoo.com","+(670) 5342-5625","Timor-Leste Red Cross Society",,,,,"Nanacuro","TL","Lautém","Lospalos","Souro",-8.53681,126.94262
"Mr.","Heitor","Pascoela","Volunteer","heitor.pascoela@hotmail.com","+(670) 5961-8840","Timor-Leste Red Cross Society",,,,,"Manucatilaten","TL","Ermera","Letefoho","Haupu",-8.84379,125.41653
"Mr.","Sandra","M. Pereira","Volunteer","sandra.m.pereira@gmail.com","+(670) 6337-3426","Timor-Leste Red Cross Society",,,,,"Kulumba","TL","Bobonaro","Bobonaro","Bobonaro",-9.04053,125.33691
"Mr.","Apolinario","Liub","Volunteer","apolinario.liub@yahoo.com","+(670) 8767-1796","Timor-Leste Red Cross Society",,,,,"Delesuvati","TL","Liquiçá","Maubara","Vaviquinia",-8.62917,125.17222
"Mr.","Kevin","da Silva","Volunteer","kevin.dasilva@hotmail.com","+(670) 1512-8079","Timor-Leste Red Cross Society",,,,,"Meta","TL","Oecusse","Passabe","Abani",-9.45471,124.33643
"Mr.","Emidia","Pala","Volunteer","emidia.pala@gmail.com","+(670) 7702-6665","Timor-Leste Red Cross Society",,,,,"Fauteso","TL","Oecusse","Oesilo","Bobometo",-9.39968,124.3561
"Mr.","Ruben","Rilo","Volunteer","ruben.rilo@yahoo.com","+(670) 8695-5650","Timor-Leste Red Cross Society",,,,,"Lakenu","TL","Manatuto","Laclubar","Manelima",-8.80927,125.91938
"Mr.","Fernanda","Rogerio","Volunteer","fernanda.rogerio@hotmail.com","+(670) 7215-9593","Timor-Leste Red Cross Society",,,,,"Patoke","TL","Oecusse","Pante Macasar","Taiboco",-9.28889,124.2625
"Mr.","Moises","Bercamns","Volunteer","moises.bercamns@gmail.com","+(670) 7561-3808","Timor-Leste Red Cross Society",,,,,"Muapitine","TL","Lautém","Lospalos","Muapitine",-8.51132,127.12342
"Mr.","Luis","da Costa Mariz","Volunteer","luis.dacostamariz@yahoo.com","+(670) 9902-6317","Timor-Leste Red Cross Society",,,,,"Samagata","TL","Baucau","Laga","Sagadati",-8.52344,126.69534
"Ms.","Mónica","Marques","Volunteer","monica.marques@hotmail.com","+(670) 3228-4713","Timor-Leste Red Cross Society",,,,,"Loohali","TL","Covalima","Fohorem","Fohoren",-9.28188,125.08489
"Mr.","Cornelio","de Almeida","Volunteer","cornelio.dealmeida@gmail.com","+(670) 2700-9683","Timor-Leste Red Cross Society",,,,,"Manunfena","TL","Oecusse","Pante Macasar","Lalisuc",-9.23979,124.34153
"Mr.","Catarina","F. Branco","Volunteer","catarina.f.branco@yahoo.com","+(670) 3718-7202","Timor-Leste Red Cross Society",,,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Mr.","Celestino","Xareal","Volunteer","celestino.xareal@hotmail.com","+(670) 4447-1846","Timor-Leste Red Cross Society",,,,,"Boropai","TL","Lautém","Iliomar","Tirilolo",-8.69931,126.79609
"Ms.","Meliana","Jaelani","Volunteer","meliana.jaelani@gmail.com","+(670) 7472-5248","Timor-Leste Red Cross Society",,,,,"Masilihu","TL","Dili","Atauro","Maquili",-8.29041,125.58532
"Mr.","Bonifacio","da Costa","Volunteer","bonifacio.dacosta@yahoo.com","+(670) 3869-7317","Timor-Leste Red Cross Society",,,,,"Ilalein","TL","Viqueque","Watulari","Afaloicai",-8.70007,126.56998
"Ms.","Sofia","Brites","Volunteer","sofia.brites@hotmail.com","+(670) 3019-1552","Timor-Leste Red Cross Society",,,,,"Paslete","TL","Bobonaro","Cailaco","Atudara",-8.86579,125.22788
"Mr.","Julio","Solposto","Volunteer","julio.solposto@gmail.com","+(670) 9238-1297","Timor-Leste Red Cross Society",,,,,"Poros","TL","Lautém","Tutuala","Mehara",-8.42012,127.11174
"Ms.","Mafalda","Pinto","Volunteer","mafalda.pinto@yahoo.com","+(670) 6827-1078","Timor-Leste Red Cross Society",,,,,"Taimea","TL","Bobonaro","Bobonaro","Malilait",-9.01939,125.32441
"Mr.","Herculano","de Jesus","Volunteer","herculano.dejesus@hotmail.com","+(670) 3094-6460","Timor-Leste Red Cross Society",,,,,"Lailima","TL","Ainaro","Ainaro","Cassa",-9.13619,125.54041
"Ms.","Joaninha","Goncalves","Volunteer","joaninha.goncalves@gmail.com","+(670) 1326-9396","Timor-Leste Red Cross Society",,,,,"Arlo","TL","Dili","Atauro","Beloi",-8.17778,125.59028
"Mr.","Marcos","Barros dos Reis","Volunteer","marcos.barrosdosreis@yahoo.com","+(670) 3724-2259","Timor-Leste Red Cross Society",,,,,"Laimata","TL","Lautém","Iliomar","Iliomar II",-8.73952,126.83659
"Mr.","Edi","da Costa Oliveira","Volunteer","edi.dacostaoliveira@hotmail.com","+(670) 6533-3311","Timor-Leste Red Cross Society",,,,,"Kailatulale","TL","Viqueque","Ossu","Loi-Huno",-8.78139,126.37791
"Mr.","Custodio","Amaral","Volunteer","custodio.amaral@gmail.com","+(670) 4803-6395","Timor-Leste Red Cross Society",,,,,"Kolimali","TL","Ermera","Atsabe","Baboi Craic",-8.91736,125.41824
"Ms.","Carlota","Zacarias","Volunteer","carlota.zacarias@yahoo.com","+(670) 7104-1524","Timor-Leste Red Cross Society",,,,,"Nunuhle","TL","Oecusse","Pante Macasar","Naimeco",-9.28611,124.37778
"Mr.","Adelino","Albuquequer","Volunteer","adelino.albuquequer@hotmail.com","+(670) 2659-3670","Timor-Leste Red Cross Society",,,,,"Boboe","TL","Ermera","Ermera","Lauala",-8.75145,125.45377
"Mr.","Joel","Otilia","Volunteer","joel.otilia@gmail.com","+(670) 2883-3073","Timor-Leste Red Cross Society",,,,,"Lari Sula","TL","Baucau","Baguia","Lari Sula",-8.63504,126.73152
"Mr.","Agostinho","Polainos","Volunteer","agostinho.polainos@yahoo.com","+(670) 3761-8921","Timor-Leste Red Cross Society",,,,,"Riatu","TL","Manufahi","Same","Daisua",-9.09201,125.69256
"Mr.","Lucas","Macedo","Volunteer","lucas.macedo@hotmail.com","+(670) 9970-8731","Timor-Leste Red Cross Society",,,,,"Bahatata","TL","Baucau","Baguia","Haeconi",-8.63889,126.6375
"Ms.","Daniela","Moises","Volunteer","daniela.moises@gmail.com","+(670) 8669-7289","Timor-Leste Red Cross Society",,,,,"Mehara","TL","Lautém","Tutuala","Mehara",-8.39468,127.18705
"Ms.","Xanana","Horta","Volunteer","xanana.horta@yahoo.com","+(670) 1758-3247","Timor-Leste Red Cross Society",,,,,"Tapo","TL","Bobonaro","Lolotoe","Lupal",-9.16061,125.29377
"Mr.","Dominikus","Gohan","Volunteer","dominikus.gohan@hotmail.com","+(670) 6222-8083","Timor-Leste Red Cross Society",,,,,"Nunu Docu","TL","Baucau","Venilale","Uma Ana Ilo",-8.58285,126.38956
"Ms.","Emilio","Ramos","Volunteer","emilio.ramos@gmail.com","+(670) 5009-8576","Timor-Leste Red Cross Society",,,,,"Dirularan","TL","Bobonaro","Atabae","Atabae",-8.83281,125.20044
"Mr.","Venancio","de Carvalho","Volunteer","venancio.decarvalho@yahoo.com","+(670) 8884-3732","Timor-Leste Red Cross Society",,,,,"Fatukabelak","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1491,125.66192
"Mr.","Duarte","Fahik Batak","Volunteer","duarte.fahikbatak@hotmail.com","+(670) 4359-2876","Timor-Leste Red Cross Society",,,,,"Vatumori","TL","Liquiçá","Maubara","Gugleur",-8.67361,125.16433
"Mr.","Lino","Maia","Volunteer","lino.maia@gmail.com","+(670) 1817-5340","Timor-Leste Red Cross Society",,,,,"Enelaran","TL","Bobonaro","Atabae","Aodabaleten",-8.82812,125.06601
"Mr.","José","Moio","Volunteer","jose.moio@yahoo.com","+(670) 2561-6577","Timor-Leste Red Cross Society",,,,,"Aosnak","TL","Oecusse","Pante Macasar","Nipani",-9.18225,124.40678
"Mr.","Cipriano","Sereno","Volunteer","cipriano.sereno@hotmail.com","+(670) 4012-2569","Timor-Leste Red Cross Society",,,,,"Assalaino","TL","Lautém","Lospalos","Bauro",-8.43553,127.00452
"Mr.","Quito","Gorette","Volunteer","quito.gorette@gmail.com","+(670) 8531-7101","Timor-Leste Red Cross Society",,,,,"Uai-Mata","TL","Baucau","Baguia","Afaloicai",-8.66637,126.61132
"Mr.","Hermengildo","Alex","Volunteer","hermengildo.alex@yahoo.com","+(670) 6719-6600","Timor-Leste Red Cross Society",,,,,"Nunenau","TL","Oecusse","Pante Macasar","Cunha",-9.26275,124.33314
"Mr.","Johanes","Rodriques","Volunteer","johanes.rodriques@hotmail.com","+(670) 2209-3525","Timor-Leste Red Cross Society",,,,,"Benoko","TL","Oecusse","Pante Macasar","Lalisuc",-9.25498,124.34691
"Mr.","Clementino","da Cunha","Volunteer","clementino.dacunha@gmail.com","+(670) 2370-4287","Timor-Leste Red Cross Society",,,,,"Kuanatui","TL","Oecusse","Pante Macasar","Taiboco",-9.2904,124.30572
"Mr.","Noti","Mondego","Volunteer","noti.mondego@yahoo.com","+(670) 8444-6547","Timor-Leste Red Cross Society",,,,,"Siralari","TL","Viqueque","Viqueque","Caraubalo",-8.85501,126.36315
"Mr.","Edilirio","Paulo","Volunteer","edilirio.paulo@hotmail.com","+(670) 1835-2176","Timor-Leste Red Cross Society",,,,,"Bertai","TL","Ainaro","Maubisse","Suco Liurai",-8.8471,125.53022
"Mr.","Angelino","Rafael","Volunteer","angelino.rafael@gmail.com","+(670) 9131-2372","Timor-Leste Red Cross Society",,,,,"Fatubesi","TL","Manufahi","Fatuberliu","Clacuc",-9.02896,125.99788
"Mr.","Lourenco","Gomes","Volunteer","lourenco.gomes@yahoo.com","+(670) 6978-6311","Timor-Leste Red Cross Society",,,,,"Mopo","TL","Oecusse","Pante Macasar","Nipani",-9.1794,124.46894
"Mr.","Mario","da Vidigal","Volunteer","mario.davidigal@hotmail.com","+(670) 7129-9739","Timor-Leste Red Cross Society",,,,,"Aumodok","TL","Bobonaro","Balibo","Batugade",-8.95789,124.98327
