"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Acronym","Office Phone","Office","Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Alcino","Martins","Volunteer","alcino.martins@yahoo.com","+(670) 3098-1843","Timor-Leste Red Cross Society","CVTL",,,,"Kaitcho","TL","Liquiçá","Bazartete","Motaulun",-8.56702,125.42626
"Ms.","Eugenio","de Jesus","Volunteer","eugenio.dejesus@gmail.com","+(670) 4048-2802","Timor-Leste Red Cross Society","CVTL",,,,"Soslodade","TL","Dili","Vera Cruz","Colmera",-8.55512,125.57259
"Ms.","Paulo","Antonio Belo","Volunteer","paulo.antoniobelo@hotmail.com","+(670) 6283-1557","Timor-Leste Red Cross Society","CVTL",,,,"Uaitalobu","TL","Baucau","Venilale","Uataco",-8.62891,126.38244
"Ms.","Antonio","de Oliveira","Volunteer","antonio.deoliveira@gmail.com","+(670) 7517-6510","Timor-Leste Red Cross Society","CVTL",,,,"Bebunuk","TL","Dili","Dom Aleixo","Comoro",-8.54389,125.54306
"Mr.","Maria","de Jesus","Volunteer","maria.dejesus@gmail.com","+(670) 3635-5922","Timor-Leste Red Cross Society","CVTL",,,,"Kiukle","TL","Oecusse","Oesilo","Bobometo",-9.31565,124.36902
"Mr.","Natalino","Soares","Volunteer","natalino.soares@gmail.com","+(670) 2407-4875","Timor-Leste Red Cross Society","CVTL",,,,"Festou","TL","Baucau","Baucau","Seical",-8.53889,126.51667
"Ms.","Durcelina","de Almeida","Volunteer","durcelina.dealmeida@hotmail.com","+(670) 8255-5456","Timor-Leste Red Cross Society","CVTL",,,,"Uaito Bonu","TL","Baucau","Venilale","Fatulia",-8.65311,126.36997
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@hotmail.com","+(670) 8093-6945","Timor-Leste Red Cross Society","CVTL",,,,"Kampung Baru","TL","Manatuto","Laleia","Lifau",-8.50423,126.15691
"Ms.","Martinho","Jose da C.","Volunteer","martinho.josedac.@hotmail.com","+(670) 9519-2480","Timor-Leste Red Cross Society","CVTL",,,,"Uatubela Oli","TL","Baucau","Venilale","Bado Ho'o",-8.60402,126.39672
"Mr.","Juliana","Vidigal dos Santos","Volunteer","juliana.vidigaldossantos@yahoo.com","+(670) 8175-1209","Timor-Leste Red Cross Society","CVTL",,,,"Uatu Manuruku","TL","Viqueque","Ossu","Uagia",-8.75683,126.41313
"Mr.","Afonso","Alves","Volunteer","afonso.alves@gmail.com","+(670) 4980-7200","Timor-Leste Red Cross Society","CVTL",,,,"Defadae","TL","Baucau","Quelicai","Macalaco",-8.58333,126.52222
"Mr.","Mariana","Moio","Volunteer","mariana.moio@yahoo.com","+(670) 8096-5078","Timor-Leste Red Cross Society","CVTL",,,,"Malepun","TL","Bobonaro","Atabae","Aidabaleten",-8.85169,125.08665
"Ms.","Abril","Rodrigues","Volunteer","abril.rodrigues@yahoo.com","+(670) 2482-1535","Timor-Leste Red Cross Society","CVTL",,,,"Samalalo","TL","Baucau","Laga","Saelari",-8.48994,126.68592
"Mr.","Carlota","Moniz","Volunteer","carlota.moniz@gmail.com","+(670) 2027-8591","Timor-Leste Red Cross Society","CVTL",,,,"Lotan","TL","Bobonaro","Balibo","Batugade",-8.98042,125.00335
"Ms.","Cesar","Da Silva ","Volunteer","cesar.dasilva@yahoo.com","+(670) 9233-6862","Timor-Leste Red Cross Society","CVTL",,,,"Sardoli","TL","Bobonaro","Bobonaro","Lourba",-9.00882,125.3602
"Ms.","Daniela","Adevinha","Volunteer","daniela.adevinha@hotmail.com","+(670) 8629-8026","Timor-Leste Red Cross Society","CVTL",,,,"Kaitcho","TL","Liquiçá","Bazartete","Motaulun",-8.56702,125.42626
"Ms.","Ruben","Freitas","Volunteer","ruben.freitas@gmail.com","+(670) 3859-6042","Timor-Leste Red Cross Society","CVTL",,,,"Raihun","TL","Bobonaro","Balibo","Balibo vila",-8.9774,125.05161
"Mr.","Liliana","Saboga","Volunteer","liliana.saboga@yahoo.com","+(670) 5686-9973","Timor-Leste Red Cross Society","CVTL",,,,"Maina I","TL","Lautem","Lautem","Maina I",-8.39624,126.90853
"Mr.","Justiano","Belo","Volunteer","justiano.belo@gmail.com","+(670) 5390-3595","Timor-Leste Red Cross Society","CVTL",,,,"Lio","TL","Aileu","Aileu Vila","Seloi Craic",-8.7129,125.52074
"Mr.","Sandra","Maria","Volunteer","sandra.maria@hotmail.com","+(670) 2882-6332","Timor-Leste Red Cross Society","CVTL",,,,"Kiukle","TL","Oecusse","Oesilo","Bobometo",-9.31565,124.36902
"Ms.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@gmail.com","+(670) 5225-3096","Timor-Leste Red Cross Society","CVTL",,,,"Ranac","TL","Manatuto","Barique/Natarbora","Abat Oan",-8.97295,126.06049
"Mr.","Maria","Idalina","Volunteer","maria.idalina@hotmail.com","+(670) 5950-8823","Timor-Leste Red Cross Society","CVTL",,,,"Leuro","TL","Lautem","Lospalos","Souro",-8.52222,126.95139
"Mr.","Catarina","Helena","Volunteer","catarina.helena@gmail.com","+(670) 7072-3505","Timor-Leste Red Cross Society","CVTL",,,,"Fateran","TL","Aileu","Aileu Vila","Seloi Craic",-8.67835,125.54225
"Ms.","Guido","Belo","Volunteer","guido.belo@hotmail.com","+(670) 8829-5432","Timor-Leste Red Cross Society","CVTL",,,,"Uatolari","TL","Viqueque","Watulari","Babulo",-8.76294,126.57803
"Ms.","Aleixo","Rodriques","Volunteer","aleixo.rodriques@hotmail.com","+(670) 7941-6109","Timor-Leste Red Cross Society","CVTL",,,,"Hatokade","TL","Ainaro","Maubisse","Maulau",-8.78311,125.68618
"Ms.","Jose","Hendrigue Pinto","Volunteer","jose.hendriguepinto@gmail.com","+(670) 5460-1125","Timor-Leste Red Cross Society","CVTL",,,,"Manehat","TL","Viqueque","Viqueque","Caraubalo",-8.85746,126.36318
"Mr.","Joao","Pala","Volunteer","joao.pala@gmail.com","+(670) 1139-3906","Timor-Leste Red Cross Society","CVTL",,,,"Builai","TL","Baucau","Baucau","Buibau",-8.5074,126.44456
"Ms.","Mario","dos Santos","Volunteer","mario.dossantos@hotmail.com","+(670) 9803-3455","Timor-Leste Red Cross Society","CVTL",,,,"Harolata","TL","Lautem","Lospalos","Lore I",-8.64368,127.01516
"Ms.","Mónica ","Soares","Volunteer","monica.soares@hotmail.com","+(670) 9304-7923","Timor-Leste Red Cross Society","CVTL",,,,"Oebu","TL","Oecusse","Passabe","Abani",-9.46424,124.31634
"Ms.","Duarte","de Deus","Volunteer","duarte.dedeus@hotmail.com","+(670) 5721-9733","Timor-Leste Red Cross Society","CVTL",,,,"Fatulelo","TL","Manufahi","Turiscai","Foholau",-8.85658,125.75343
"Mr.","Catarina","Helena","Volunteer","catarina.helena@yahoo.com","+(670) 4916-9932","Timor-Leste Red Cross Society","CVTL",,,,"Laimata","TL","Lautem","Iliomar","Iliomar II",-8.73952,126.83659
"Ms.","Telma","Otilia","Volunteer","telma.otilia@yahoo.com","+(670) 7968-2729","Timor-Leste Red Cross Society","CVTL",,,,"Kotohuinamo","TL","Ermera","Railaco","Railaco Leten",-8.6848,125.48763
"Mr.","Guido","Belo","Volunteer","guido.belo@yahoo.com","+(670) 7666-3442","Timor-Leste Red Cross Society","CVTL",,,,"Maudole","TL","Ainaro","Ainaro","Cassa",-9.12557,125.51859
"Mr.","Guido","Belo","Volunteer","guido.belo@yahoo.com","+(670) 8678-3625","Timor-Leste Red Cross Society","CVTL",,,,"Ainesi","TL","Manufahi","Fatuberliu","Fahinehan",-8.92258,125.75876
"Mr.","Agapito","da Silva","Volunteer","agapito.dasilva@yahoo.com","+(670) 2652-8204","Timor-Leste Red Cross Society","CVTL",,,,"Faut","TL","Oecusse","Oesilo","Bobometo",-9.30671,124.34798
"Mr.","Fernando","Goncalves","Volunteer","fernando.goncalves@yahoo.com","+(670) 5708-5718","Timor-Leste Red Cross Society","CVTL",,,,"Letemuno","TL","Baucau","Quelicai","Macalaco",-8.59432,126.53952
"Mr.","Alexandra","Botelheiro","Volunteer","alexandra.botelheiro@hotmail.com","+(670) 5423-2434","Timor-Leste Red Cross Society","CVTL",,,,"Lilitai","TL","Aileu","Remexio","Fadabloco",-8.67363,125.68143
"Ms.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@hotmail.com","+(670) 9971-7099","Timor-Leste Red Cross Society","CVTL",,,,"Leubasa","TL","Ermera","Letefoho","Lauana",-8.89275,125.42469
"Mr.","Leonito","Martins","Volunteer","leonito.martins@gmail.com","+(670) 2712-8903","Timor-Leste Red Cross Society","CVTL",,,,"Karsabar","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.16547,125.65697
"Ms.","Duarte","Baros","Volunteer","duarte.baros@yahoo.com","+(670) 1328-5058","Timor-Leste Red Cross Society","CVTL",,,,"Cairiri","TL","Baucau","Baucau","Gariuai",-8.56579,126.38048
"Mr.","Cesar","Da Silva ","Volunteer","cesar.dasilva@yahoo.com","+(670) 9409-9756","Timor-Leste Red Cross Society","CVTL",,,,"Beto Timur","TL","Dili","Dom Aleixo","Comoro",-8.54812,125.53239
"Mr.","Duarte","Baros","Volunteer","duarte.baros@yahoo.com","+(670) 8014-9461","Timor-Leste Red Cross Society","CVTL",,,,"Cabirooan","TL","Viqueque","Viqueque","Caraubalo",-8.86904,126.36631
"Ms.","Joana","Diamentino","Volunteer","joana.diamentino@yahoo.com","+(670) 6673-5550","Timor-Leste Red Cross Society","CVTL",,,,"Umakerek","TL","Baucau","Baucau","Seical",-8.49412,126.51305
"Mr.","Paul","Salvador","Volunteer","paul.salvador@hotmail.com","+(670) 1352-8856","Timor-Leste Red Cross Society","CVTL",,,,"Comaoli","TL","Viqueque","Uatucarbau","Uani Uma",-8.75537,126.67828
"Mr.","Luis","Pedro Pinto","Volunteer","luis.pedropinto@hotmail.com","+(670) 6131-9262","Timor-Leste Red Cross Society","CVTL",,,,"Carabau","TL","Bobonaro","Bobonaro","Carabau",-9.01787,125.38241
"Mr.","Hermengildo","Rente","Volunteer","hermengildo.rente@gmail.com","+(670) 2309-2861","Timor-Leste Red Cross Society","CVTL",,,,"Mata Doro","TL","Dili","Vera Cruz","Vila verde",-8.55861,125.56806
"Mr.","Joao","Bercamns","Volunteer","joao.bercamns@yahoo.com","+(670) 8408-4089","Timor-Leste Red Cross Society","CVTL",,,,"Sonajak","TL","Oecusse","Nitibe","Lela-Ufe",-9.35018,124.27891
"Mr.","Quito","Duarte","Volunteer","quito.duarte@yahoo.com","+(670) 5844-3800","Timor-Leste Red Cross Society","CVTL",,,,"Foetete","TL","Ermera","Hatolia","Ailelo",-8.80417,125.30833
"Ms.","Agapito","da Silva","Volunteer","agapito.dasilva@yahoo.com","+(670) 2892-9704","Timor-Leste Red Cross Society","CVTL",,,,"Builako","TL","Viqueque","Uatucarbau","Bahatata",-8.69042,126.71905
"Mr.","Domingos","Xavier","Volunteer","domingos.xavier@gmail.com","+(670) 2108-1523","Timor-Leste Red Cross Society","CVTL",,,,"Talioan","TL","Viqueque","Lacluta","Uma Tolu",-8.89291,126.22154
"Ms.","Domingos","da Costa Oliveira","Volunteer","domingos.dacostaoliveira@yahoo.com","+(670) 1972-7484","Timor-Leste Red Cross Society","CVTL",,,,"Maudole","TL","Ainaro","Ainaro","Cassa",-9.12557,125.51859
"Mr.","Joana","Diamentino","Volunteer","joana.diamentino@gmail.com","+(670) 3661-9070","Timor-Leste Red Cross Society","CVTL",,,,"Pokolo","TL","Liquiçá","Bazartete","Tibar",-8.61356,125.48362
"Mr.","Abrao","Maia","Volunteer","abrao.maia@gmail.com","+(670) 2336-4829","Timor-Leste Red Cross Society","CVTL",,,,"Manonia","TL","Bobonaro","Bobonaro","Colimau",-8.98749,125.38539
"Mr.","Sergio","Freitas","Volunteer","sergio.freitas@yahoo.com","+(670) 4389-9008","Timor-Leste Red Cross Society","CVTL",,,,"Aimerahun","TL","Aileu","Remexio","Acumau",-8.61097,125.66808
"Ms.","Emidia","Licinia","Volunteer","emidia.licinia@gmail.com","+(670) 3103-5996","Timor-Leste Red Cross Society","CVTL",,,,"Cautaranau","TL","Baucau","Vemase","Lioluba",-8.57447,126.33925
"Ms.","Joao","Bercamns","Volunteer","joao.bercamns@gmail.com","+(670) 4089-9577","Timor-Leste Red Cross Society","CVTL",,,,"Nunupu","TL","Ermera","Ermera","Ponilala",-8.72262,125.38134
"Ms.","Nuno","Pereira","Volunteer","nuno.pereira@yahoo.com","+(670) 8714-2535","Timor-Leste Red Cross Society","CVTL",,,,"Bubodefo","TL","Baucau","Laga","Samalari",-8.4845,126.66155
"Mr.","Margarida","Sevinate","Volunteer","margarida.sevinate@yahoo.com","+(670) 4663-4278","Timor-Leste Red Cross Society","CVTL",,,,"Kiubose","TL","Oecusse","Pante Macasar","Naimeco",-9.28548,124.37647
"Mr.","Duarte","Guterres","Volunteer","duarte.guterres@gmail.com","+(670) 7285-6277","Timor-Leste Red Cross Society","CVTL",,,,"Ailau","TL","Manufahi","Same","Tutuluro",-8.95034,125.70476
"Mr.","Alexandra","Botelheiro","Volunteer","alexandra.botelheiro@hotmail.com","+(670) 9991-3979","Timor-Leste Red Cross Society","CVTL",,,,"Rairema","TL","Ermera","Letefoho","Ducurai",-8.84912,125.4479
"Mr.","Ercia","da Costa Mariz","Volunteer","ercia.dacostamariz@gmail.com","+(670) 5548-2098","Timor-Leste Red Cross Society","CVTL",,,,"Marae","TL","Viqueque","Uatucarbau","Irabin de Cima",-8.69989,126.71176
"Mr.","Diana","Zolo","Volunteer","diana.zolo@hotmail.com","+(670) 7002-8191","Timor-Leste Red Cross Society","CVTL",,,,"Kuanakabun","TL","Oecusse","Pante Macasar","Taiboco",-9.2748,124.31623
"Mr.","Diana","Moniz","Volunteer","diana.moniz@yahoo.com","+(670) 1224-1148","Timor-Leste Red Cross Society","CVTL",,,,"Sisicolema","TL","Liquiçá","Liquiçá","Asumano",-8.69831,125.35257
"Mr.","Cláudia","Horta","Volunteer","claudia.horta@gmail.com","+(670) 2847-2216","Timor-Leste Red Cross Society","CVTL",,,,"Datina","TL","Manufahi","Same","Holarua",-8.93606,125.63105
"Mr.","Acacio","Barros dos Reis","Volunteer","acacio.barrosdosreis@hotmail.com","+(670) 3383-3695","Timor-Leste Red Cross Society","CVTL",,,,"Zulo","TL","Covalima","Zumalai","Lepo",-9.10972,125.40833
"Mr.","Rosa","Fernandes Baptista","Volunteer","rosa.fernandesbaptista@yahoo.com","+(670) 3295-3523","Timor-Leste Red Cross Society","CVTL",,,,"Halimea","TL","Covalima","Tilomar","Lalawa",-9.34224,125.1139
"Mr.","Jaime","da Silva","Volunteer","jaime.dasilva@yahoo.com","+(670) 1737-4152","Timor-Leste Red Cross Society","CVTL",,,,"Riamori","TL","Ermera","Letefoho","Haupu",-8.85768,125.43444
"Mr.","Jose","da Silva","Volunteer","jose.dasilva@yahoo.com","+(670) 7618-3412","Timor-Leste Red Cross Society","CVTL",,,,"Daulelo","TL","Bobonaro","Cailaco","Meligo",-8.87854,125.23523
"Ms.","Lucas","Godinho ","Volunteer","lucas.godinho@yahoo.com","+(670) 4709-8348","Timor-Leste Red Cross Society","CVTL",,,,"Terubala","TL","Baucau","Laga","Saelari",-8.49078,126.69527
"Mr.","Juliana","Fatima Rebelo","Volunteer","juliana.fatimarebelo@gmail.com","+(670) 9066-9832","Timor-Leste Red Cross Society","CVTL",,,,"Ibuk","TL","Bobonaro","Lolotoe","Lebos",-9.14833,125.20085
"Mr.","Antonio","dos Santos","Volunteer","antonio.dossantos@gmail.com","+(670) 9849-8538","Timor-Leste Red Cross Society","CVTL",,,,"Bubuloma","TL","Baucau","Laga","Saelari",-8.48485,126.68813
"Ms.","Leonito","Martins","Volunteer","leonito.martins@hotmail.com","+(670) 3310-8110","Timor-Leste Red Cross Society","CVTL",,,,"Iradarate","TL","Lautem","Iliomar","Iliomar I",-8.73918,126.85943
"Mr.","Sergio","Freitas","Volunteer","sergio.freitas@hotmail.com","+(670) 6067-8680","Timor-Leste Red Cross Society","CVTL",,,,"Uatoue","TL","Baucau","Baucau","Wailili",-8.56806,126.47639
"Mr.","Vidiana","Xareal","Volunteer","vidiana.xareal@yahoo.com","+(670) 1067-8566","Timor-Leste Red Cross Society","CVTL",,,,"Lesu","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.11146,125.6199
"Mr.","Sebastiao","da Costa","Volunteer","sebastiao.dacosta@gmail.com","+(670) 7618-1916","Timor-Leste Red Cross Society","CVTL",,,,"Baulesiria","TL","Ermera","Letefoho","Catrai-Craic",-8.87913,125.4384
"Mr.","Francisco","Rogerio","Volunteer","francisco.rogerio@gmail.com","+(670) 8504-1295","Timor-Leste Red Cross Society","CVTL",,,,"Uairiu","TL","Viqueque","Ossu","Ossu de Cima",-8.73803,126.3669
"Mr.","Herculano","Cabecinhas","Volunteer","herculano.cabecinhas@gmail.com","+(670) 8075-2943","Timor-Leste Red Cross Society","CVTL",,,,"Bok","TL","Bobonaro","Bobonaro","Bobonaro",-9.04167,125.34028
"Mr.","Duarte","Ojeda","Volunteer","duarte.ojeda@yahoo.com","+(670) 8911-7795","Timor-Leste Red Cross Society","CVTL",,,,"Nubadak","TL","Dili","Nain Feto","Acadiru Hun",-8.55194,125.58944
"Mr.","Manuel","Soares","Volunteer","manuel.soares@hotmail.com","+(670) 7433-9324","Timor-Leste Red Cross Society","CVTL",,,,"Tumlero","TL","Ermera","Railaco","Railaco Leten",-8.67802,125.51139
"Mr.","Joaninha","Xavier","Volunteer","joaninha.xavier@hotmail.com","+(670) 4652-1645","Timor-Leste Red Cross Society","CVTL",,,,"Benais","TL","Oecusse","Oesilo","Bobometo",-9.33848,124.36344
"Ms.","Clementino","Amaral ","Volunteer","clementino.amaral@hotmail.com","+(670) 4311-1734","Timor-Leste Red Cross Society","CVTL",,,,"Simohei","TL","Ermera","Hatolia","Hatolia",-8.81701,125.32917
"Mr.","Sebastiao","da Costa","Volunteer","sebastiao.dacosta@gmail.com","+(670) 3240-2859","Timor-Leste Red Cross Society","CVTL",,,,"Kaikasa","TL","Liquiçá","Maubara","Lissadila",-8.67039,125.2122
"Ms.","Noti","de Jesus Alves","Volunteer","noti.dejesusalves@yahoo.com","+(670) 3403-4604","Timor-Leste Red Cross Society","CVTL",,,,"Nunkolo","TL","Oecusse","Passabe","Abani",-9.46603,124.34478
"Mr.","Adelino","Caldeira","Volunteer","adelino.caldeira@hotmail.com","+(670) 5861-8438","Timor-Leste Red Cross Society","CVTL",,,,"Faiteno","TL","Oecusse","Pante Macasar","Cunha",-9.26361,124.35699
"Ms.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@hotmail.com","+(670) 6328-4830","Timor-Leste Red Cross Society","CVTL",,,,"Motolari","TL","Lautem","Lospalos","Fuiloro",-8.51148,127.0031
"Mr.","Abrao","Maia","Volunteer","abrao.maia@hotmail.com","+(670) 3159-5630","Timor-Leste Red Cross Society","CVTL",,,,"Metaluli","TL","Liquiçá","Bazartete","Metagou",-8.62222,125.36667
"Ms.","Jessica","Rafael","Volunteer","jessica.rafael@gmail.com","+(670) 5342-5625","Timor-Leste Red Cross Society","CVTL",,,,"Nanacuro","TL","Lautem","Lospalos","Souro",-8.53681,126.94262
"Mr.","Joao","Paulo","Volunteer","joao.paulo@hotmail.com","+(670) 5961-8840","Timor-Leste Red Cross Society","CVTL",,,,"Manucatilaten","TL","Ermera","Letefoho","Haupu",-8.84379,125.41653
"Ms.","Angelino","M. Pereira","Volunteer","angelino.m.pereira@gmail.com","+(670) 6337-3426","Timor-Leste Red Cross Society","CVTL",,,,"Kulumba","TL","Bobonaro","Bobonaro","Bobonaro",-9.04053,125.33691
"Mr.","Carlota","Moniz","Volunteer","carlota.moniz@yahoo.com","+(670) 8767-1796","Timor-Leste Red Cross Society","CVTL",,,,"Delesuvati","TL","Liquiçá","Maubara","Vaviquinia",-8.62917,125.17222
"Ms.","Maria","Gorette","Volunteer","maria.gorette@yahoo.com","+(670) 1512-8079","Timor-Leste Red Cross Society","CVTL",,,,"Meta","TL","Oecusse","Passabe","Abani",-9.45471,124.33643
"Mr.","Ruben","Pereira","Volunteer","ruben.pereira@yahoo.com","+(670) 7702-6665","Timor-Leste Red Cross Society","CVTL",,,,"Fauteso","TL","Oecusse","Oesilo","Bobometo",-9.39968,124.3561
"Mr.","Margarida","Sevinate","Volunteer","margarida.sevinate@yahoo.com","+(670) 8695-5650","Timor-Leste Red Cross Society","CVTL",,,,"Lakenu","TL","Manatuto","Laclubar","Manelima",-8.80927,125.91938
"Ms.","Mónica ","Soares","Volunteer","monica.soares@gmail.com","+(670) 7215-9593","Timor-Leste Red Cross Society","CVTL",,,,"Patoke","TL","Oecusse","Pante Macasar","Taiboco",-9.28889,124.2625
"Mr.","José","Hugo","Volunteer","jose.hugo@yahoo.com","+(670) 7561-3808","Timor-Leste Red Cross Society","CVTL",,,,"Muapitine","TL","Lautem","Lospalos","Muapitine",-8.51132,127.12342
"Mr.","Eli","Dias Gomes","Volunteer","eli.diasgomes@hotmail.com","+(670) 9902-6317","Timor-Leste Red Cross Society","CVTL",,,,"Samagata","TL","Baucau","Laga","Sagadati",-8.52344,126.69534
"Mr.","Bonifacio","Pereira","Volunteer","bonifacio.pereira@yahoo.com","+(670) 3228-4713","Timor-Leste Red Cross Society","CVTL",,,,"Loohali","TL","Covalima","Fohorem","Fohoren",-9.28188,125.08489
"Mr.","Manuela","Aparicio","Volunteer","manuela.aparicio@yahoo.com","+(670) 2700-9683","Timor-Leste Red Cross Society","CVTL",,,,"Manunfena","TL","Oecusse","Pante Macasar","Lalisuc",-9.23979,124.34153
"Ms.","Leonito","Martins","Volunteer","leonito.martins@yahoo.com","+(670) 3718-7202","Timor-Leste Red Cross Society","CVTL",,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Mr.","Joaquim","Tilman","Volunteer","joaquim.tilman@yahoo.com","+(670) 4447-1846","Timor-Leste Red Cross Society","CVTL",,,,"Boropai","TL","Lautem","Iliomar","Tirilolo",-8.69931,126.79609
"Mr.","Andreia","Sereno","Volunteer","andreia.sereno@gmail.com","+(670) 7472-5248","Timor-Leste Red Cross Society","CVTL",,,,"Masilihu","TL","Dili","Atauro","Maquili",-8.29041,125.58532
"Ms.","Joana","Diamentino","Volunteer","joana.diamentino@hotmail.com","+(670) 3869-7317","Timor-Leste Red Cross Society","CVTL",,,,"Ilalein","TL","Viqueque","Watulari","Afaloicai",-8.70007,126.56998
"Mr.","Noti","de Jesus Alves","Volunteer","noti.dejesusalves@hotmail.com","+(670) 3019-1552","Timor-Leste Red Cross Society","CVTL",,,,"Paslete","TL","Bobonaro","Cailaco","Atudara",-8.86579,125.22788
"Mr.","Marcelo","Otilia","Volunteer","marcelo.otilia@gmail.com","+(670) 9238-1297","Timor-Leste Red Cross Society","CVTL",,,,"Poros","TL","Lautem","Tutuala","Mehara",-8.42012,127.11174
"Mr.","Maria","Pascoela","Volunteer","maria.pascoela@hotmail.com","+(670) 6827-1078","Timor-Leste Red Cross Society","CVTL",,,,"Taimea","TL","Bobonaro","Bobonaro","Malilait",-9.01939,125.32441
"Mr.","Marcus","Quefi","Volunteer","marcus.quefi@hotmail.com","+(670) 3094-6460","Timor-Leste Red Cross Society","CVTL",,,,"Lailima","TL","Ainaro","Ainaro","Cassa",-9.13619,125.54041
"Ms.","Florinda","da Costa","Volunteer","florinda.dacosta@gmail.com","+(670) 1326-9396","Timor-Leste Red Cross Society","CVTL",,,,"Arlo","TL","Dili","Atauro","Beloi",-8.17778,125.59028
"Mr.","Vanessa","Mondego","Volunteer","vanessa.mondego@gmail.com","+(670) 3724-2259","Timor-Leste Red Cross Society","CVTL",,,,"Laimata","TL","Lautem","Iliomar","Iliomar II",-8.73952,126.83659
